participant,block,trial,flankers,rt
s11,4,30,neutral,0.337512016296
s11,4,31,neutral,0.749664068222
s11,4,32,incongruent,0.413635015488
s11,5,1,neutral,0.440409183502
s11,5,2,neutral,0.40136384964
s11,5,3,incongruent,0.397432088852
s11,5,4,congruent,0.42168712616
s11,5,5,neutral,0.389206171036
s11,5,6,congruent,0.365551948547
s11,5,7,neutral,0.405621051788
s11,5,8,congruent,0.377475976944
s11,5,9,neutral,0.43349313736
s11,5,10,neutral,0.47766494751
s11,5,11,congruent,0.385437965393
s11,5,12,congruent,0.421660900116
s11,5,13,neutral,0.433614969254
s11,5,14,congruent,0.389467000961
s11,5,15,congruent,0.441472053528
s11,5,16,incongruent,0.597692966461
s11,5,17,incongruent,0.433461904526
s11,5,18,neutral,0.533653020859
s11,5,19,neutral,0.493645191193
s11,5,20,neutral,0.401546955109
s11,5,21,neutral,0.389590024948
s11,5,22,incongruent,0.457570075989
s11,5,24,neutral,0.500277042389
s11,5,25,congruent,0.469130992889
s11,5,26,neutral,0.545735120773
s11,5,27,incongruent,0.469427108765
s11,5,28,incongruent,0.421740055084
s11,5,29,incongruent,0.481641054153
s11,5,30,neutral,0.441591024399
s11,5,31,neutral,0.425538063049
s11,5,32,neutral,0.457141876221
s8,1,1,neutral,0.492107868195
s8,1,2,incongruent,0.408453941345
s8,1,3,neutral,0.548383951187
s8,1,4,congruent,0.441689014435
s8,1,5,incongruent,0.537707090378
s8,1,6,neutral,0.525506019592
s8,1,7,congruent,0.469606876373
s8,1,8,congruent,0.460725784302
s8,1,9,incongruent,0.536409854889
s8,1,10,congruent,0.553595066071
s8,1,11,incongruent,0.729820966721
s8,1,12,neutral,0.461744070053
s8,1,13,neutral,0.505705118179
s8,1,14,neutral,0.589071989059
s8,1,15,neutral,0.544054985046
s8,1,16,neutral,0.468641996384
s8,1,17,neutral,0.505641937256
s8,1,18,neutral,0.49365901947
s8,1,19,congruent,0.53374004364
s8,1,20,incongruent,0.532963037491
s8,1,21,neutral,0.416527986526
s8,1,22,neutral,0.484987974167
s8,1,23,incongruent,0.545595884323
s8,1,24,congruent,0.489627838135
s8,1,25,neutral,0.497582912445
s8,1,26,neutral,0.468815088272
s8,1,27,incongruent,0.616306066513
s8,1,28,congruent,0.496011018753
s8,1,29,neutral,0.405627965927
s8,1,30,incongruent,0.505618095398
s8,1,31,neutral,0.445731878281
s8,1,32,congruent,0.488911151886
s8,2,1,neutral,0.604418992996
s8,2,2,neutral,0.445477962494
s8,2,3,neutral,0.413668870926
s8,2,4,incongruent,0.412885904312
s8,2,5,congruent,0.571778059006
s8,2,6,congruent,0.513633966446
s8,2,7,incongruent,0.537720918655
s8,2,8,neutral,0.517622947693
s8,2,9,congruent,0.541728973389
s8,2,10,neutral,0.444813013077
s8,2,11,congruent,0.0562648773193
s8,2,12,congruent,0.497602939606
s8,2,13,neutral,0.0417668819427
s8,2,14,incongruent,0.0618388652802
s8,2,15,incongruent,0.537556171417
s8,2,16,neutral,0.588587999344
s8,2,17,neutral,0.0315389633179
s8,2,18,congruent,0.00983691215515
s8,2,19,neutral,0.525668859482
s8,2,20,neutral,0.0535931587219
s8,2,21,neutral,0.0337579250336
s8,2,22,neutral,0.485616922379
s8,2,23,neutral,0.508517980576
s8,2,24,neutral,0.644778013229
s8,2,25,incongruent,0.553693056107
s8,2,26,neutral,0.585610866547
s8,2,27,neutral,0.409749031067
s8,2,28,incongruent,0.495882987976
s8,2,29,incongruent,0.376593112946
s8,2,30,congruent,0.349648952484
s8,2,31,congruent,0.377150774002
s8,2,32,incongruent,0.497498035431
s8,3,1,congruent,0.47144818306
s8,3,2,neutral,0.29296708107
s8,3,3,incongruent,0.48525094986
s8,3,4,neutral,0.385561943054
s8,3,5,neutral,0.297734022141
s8,3,6,neutral,0.465631961823
s8,3,7,neutral,0.537014961243
s8,3,8,incongruent,0.540678024292
s8,3,9,neutral,0.353645086288
s8,3,10,congruent,0.441329956055
s8,3,11,incongruent,0.469717025757
s8,3,12,incongruent,0.485671043396
s8,3,13,neutral,0.585119962692
s8,3,14,neutral,0.567654848099
s8,3,15,incongruent,0.497637987137
s8,3,16,neutral,0.389688968658
s8,3,17,congruent,0.477666854858
s8,3,18,incongruent,0.433089971542
s8,3,19,neutral,0.449672937393
s8,3,20,incongruent,0.5344851017
s8,3,21,incongruent,0.453696966171
s8,3,22,neutral,0.405693054199
s8,3,23,congruent,0.405606031418
s8,3,24,congruent,0.489592790604
s8,3,25,congruent,0.437638044357
s8,3,26,neutral,0.43770813942
s8,3,27,neutral,0.553570985794
s8,3,28,neutral,0.392454147339
s8,3,29,congruent,0.433593988419
s8,3,30,congruent,0.37767791748
s8,3,31,neutral,0.421164035797
s8,3,32,neutral,0.525692939758
s8,4,1,incongruent,0.600210905075
s8,4,2,incongruent,0.637593984604
s8,4,3,neutral,0.52546787262
s8,4,4,neutral,0.47625207901
s8,4,5,neutral,0.461333990097
s8,4,6,neutral,0.609507083893
s8,4,7,congruent,0.397588968277
s8,4,8,neutral,0.441632032394
s8,4,9,neutral,0.449656963348
s8,4,10,incongruent,0.545516014099
s8,4,11,congruent,0.377595901489
s8,4,12,neutral,0.525561094284
s8,4,13,congruent,0.393582105637
s8,4,14,neutral,0.444439888
s8,4,15,neutral,0.545696020126
s8,4,16,congruent,0.421653985977
s8,4,17,congruent,0.537618160248
s8,4,18,congruent,0.465599060059
s8,4,19,neutral,0.641584873199
s8,4,20,incongruent,0.52573299408
s8,4,21,neutral,0.48962688446
s8,4,22,neutral,0.381638050079
s8,4,23,incongruent,0.473294973373
s8,4,24,neutral,0.373728990555
s8,4,25,neutral,0.481562852859
s8,4,26,incongruent,0.481194972992
s8,4,27,congruent,0.421689987183
s8,4,28,congruent,0.477410078049
s8,4,29,neutral,0.60896396637
s8,4,30,neutral,0.601048946381
s8,4,31,incongruent,0.509599924088
s8,4,32,incongruent,0.385517120361
s8,5,1,incongruent,0.588512897491
s8,5,2,neutral,0.39359498024
s8,5,3,neutral,0.4641289711
s8,5,4,congruent,0.393213033676
s8,5,5,congruent,0.413686990738
s8,5,6,congruent,0.421582221985
s8,5,7,neutral,0.409616947174
s8,5,8,neutral,0.589102983475
s8,5,9,neutral,0.553441047668
s8,5,10,incongruent,0.377523899078
s8,5,11,incongruent,0.105648994446
s8,5,12,congruent,0.357336997986
s8,5,13,incongruent,0.548403978348
s8,5,14,incongruent,0.405026912689
s8,5,15,neutral,0.357359886169
s8,5,16,congruent,0.413539886475
s8,5,17,neutral,0.517591953278
s8,5,18,incongruent,0.489636182785
s8,5,19,congruent,0.420735120773
s8,5,20,neutral,0.465658903122
s8,5,21,neutral,0.429324150085
s8,5,22,incongruent,0.453232049942
s8,5,23,neutral,0.377673864365
s8,5,24,neutral,0.496787071228
s8,5,25,congruent,0.449117898941
s8,5,26,neutral,0.385628938675
s8,5,27,incongruent,0.88169002533
s8,5,28,neutral,0.485197067261
s8,5,29,neutral,0.489255905151
s8,5,30,neutral,0.489001989365
s8,5,31,congruent,0.397635221481
s8,5,32,neutral,0.625660896301
s24,1,1,incongruent,0.546551942825
s24,1,2,neutral,0.580720901489
s24,1,3,neutral,0.580368041992
s24,1,4,neutral,0.400752067566
s24,1,5,neutral,0.608943939209
s24,1,6,neutral,0.552361011505
s24,1,7,congruent,0.52481508255
s24,1,8,neutral,0.500854969025
s24,1,9,neutral,0.524879932404
s24,1,10,congruent,0.468974113464
s24,1,11,neutral,0.616765022278
s24,1,12,incongruent,0.824841022491
s24,1,13,congruent,0.792792081833
s24,1,14,incongruent,0.692757129669
s24,1,15,congruent,0.756344079971
s24,1,16,congruent,0.432834863663
s24,1,17,incongruent,0.49659705162
s24,1,18,incongruent,0.536962985992
s24,1,19,neutral,0.420825958252
s24,1,20,congruent,0.328849077225
s24,1,21,incongruent,0.55681014061
s24,1,22,neutral,0.720856904984
s24,1,23,neutral,0.820825099945
s24,1,24,neutral,0.608906984329
s24,1,25,incongruent,0.552877902985
s24,1,26,congruent,0.73299908638
s24,1,27,neutral,0.772756099701
s24,1,28,congruent,0.500810146332
s24,1,30,neutral,0.605854988098
s24,1,31,incongruent,0.680525064468
s24,1,32,neutral,0.580808877945
s24,2,1,incongruent,0.682393074036
s24,2,2,incongruent,0.524616003036
s24,2,3,incongruent,0.552999019623
s24,2,4,congruent,0.524775981903
s24,2,5,neutral,0.608448028564
s24,2,6,neutral,0.600863933563
s24,2,7,neutral,0.616904973984
s24,2,8,neutral,0.648733139038
s24,2,9,neutral,0.468726158142
s24,2,10,congruent,0.608256101608
s24,2,11,incongruent,0.532770872116
s24,2,12,incongruent,0.560879945755
s24,2,13,congruent,0.592998027802
s24,2,14,neutral,0.672887086868
s24,2,15,incongruent,0.616940975189
s24,2,16,congruent,0.552569150925
s24,2,17,neutral,0.509044885635
s24,2,18,neutral,0.476500988007
s24,2,19,incongruent,0.472955942154
s24,2,20,congruent,0.468930959702
s24,2,21,neutral,0.660951137543
s24,2,22,neutral,0.46889591217
s24,2,23,neutral,0.572879076004
s24,2,24,neutral,0.640612840652
s24,2,25,neutral,0.484392166138
s24,2,26,congruent,0.536875009537
s24,2,27,neutral,0.849025011063
s24,2,28,incongruent,0.516879081726
s24,2,29,congruent,0.448971033096
s24,2,30,congruent,0.516937971115
s24,2,31,neutral,0.412633180618
s24,2,32,neutral,0.552795886993
s24,3,1,incongruent,0.578163862228
s24,3,2,congruent,0.568810939789
s24,3,3,neutral,0.780668973923
s24,3,4,neutral,0.504817962646
s24,3,5,neutral,0.564663887024
s24,3,6,congruent,0.660804033279
s24,3,7,neutral,0.636933803558
s24,3,8,incongruent,0.664713144302
s24,3,9,neutral,0.584728002548
s24,3,10,incongruent,0.548862934113
s24,3,11,incongruent,0.564968109131
s24,3,12,congruent,0.684980154037
s24,3,13,incongruent,0.664826869965
s24,3,14,neutral,0.561067819595
s24,3,16,neutral,0.581191062927
s24,3,17,congruent,0.496864795685
s24,3,18,congruent,0.592824935913
s24,3,19,neutral,0.576481819153
s24,3,20,congruent,0.516866207123
s24,3,21,incongruent,0.72040605545
s24,3,23,neutral,0.633587121964
s24,3,24,neutral,0.628934144974
s24,3,25,neutral,0.524797916412
s24,3,26,neutral,0.700886011124
s24,3,27,incongruent,0.556848049164
s24,3,28,congruent,0.53293299675
s24,3,29,neutral,0.672420978546
s24,3,30,neutral,0.528845787048
s24,3,31,congruent,0.596610069275
s24,3,32,incongruent,0.61692404747
s24,4,1,neutral,0.618465900421
s24,4,2,incongruent,0.448980093002
s24,4,3,neutral,0.596700906754
s24,4,4,neutral,0.544482946396
s24,4,5,incongruent,0.636415958405
s24,4,6,incongruent,0.640919923782
s24,4,7,congruent,0.540747880936
s24,4,8,neutral,0.656226158142
s24,4,9,congruent,0.51286315918
s24,4,10,incongruent,0.58064198494
s24,4,11,neutral,0.600844144821
s24,4,12,neutral,0.54495716095
s24,4,13,congruent,0.636817932129
s24,4,15,incongruent,0.629195928574
s24,4,16,neutral,0.532274007797
s24,4,17,neutral,0.580801010132
s24,4,18,incongruent,0.452955961227
s24,4,19,neutral,0.55196595192
s24,4,20,neutral,0.596854925156
s24,4,21,neutral,0.544219970703
s24,4,22,congruent,0.592839002609
s24,4,23,neutral,0.43686914444
s24,4,24,congruent,0.6769759655
s24,4,25,congruent,0.536866903305
s24,4,26,neutral,0.552862882614
s24,4,27,neutral,0.548898935318
s24,4,28,neutral,0.888507843018
s24,4,29,congruent,0.500761032104
s24,4,30,neutral,0.492980003357
s24,4,31,incongruent,0.640864849091
s24,4,32,congruent,0.744621992111
s24,5,1,neutral,0.562488079071
s24,5,2,neutral,0.532916069031
s24,5,3,neutral,0.488847017288
s24,5,4,neutral,0.496706008911
s24,5,5,neutral,0.468874931335
s24,5,6,neutral,0.732752799988
s24,5,7,congruent,0.596927165985
s24,5,8,congruent,0.515996932983
s24,5,9,neutral,0.620719909668
s24,5,10,incongruent,0.624397039413
s24,5,11,incongruent,0.564838171005
s24,5,12,neutral,0.580837011337
s24,5,13,neutral,0.624814987183
s24,5,15,congruent,0.693729877472
s24,5,16,neutral,0.47669005394
s24,5,18,neutral,0.608565092087
s24,5,19,incongruent,0.476891040802
s24,5,20,incongruent,0.58483505249
s24,5,21,incongruent,0.496830940247
s24,5,22,incongruent,0.708437919617
s24,5,23,congruent,0.588895082474
s24,5,24,neutral,0.864931821823
s24,5,25,incongruent,0.896856069565
s24,5,26,congruent,0.512367010117
s24,5,27,congruent,0.556792974472
s24,5,28,neutral,0.54097700119
s24,5,29,neutral,0.536789894104
s24,5,30,congruent,0.520815849304
s24,5,31,neutral,0.712790966034
s24,5,32,neutral,0.536839962006
s21,1,1,congruent,0.525953054428
s21,1,2,congruent,0.386681079865
s21,1,3,neutral,0.378504991531
s21,1,4,incongruent,0.430289983749
s21,1,5,incongruent,0.666887998581
s21,1,6,neutral,0.474663972855
s21,1,7,neutral,0.514711856842
s21,1,8,incongruent,0.586788892746
s21,1,9,incongruent,0.526848077774
s21,1,10,neutral,0.59858083725
s21,1,11,incongruent,0.538794994354
s21,1,12,neutral,0.545850992203
s21,1,13,congruent,0.498738050461
s21,1,14,incongruent,0.490827083588
s21,1,15,congruent,0.430742025375
s21,1,16,neutral,0.482670068741
s21,1,17,congruent,0.414679050446
s21,1,18,neutral,0.434802055359
s21,1,19,neutral,0.450782060623
s21,1,20,neutral,0.554225921631
s21,1,21,congruent,0.35883808136
s21,1,22,incongruent,0.386207103729
s21,1,23,congruent,0.42626619339
s21,1,24,congruent,0.470742940903
s21,1,25,neutral,0.414716005325
s21,1,26,neutral,0.510701179504
s21,1,27,neutral,0.402662038803
s21,1,28,neutral,0.474738836288
s21,1,29,neutral,0.450657129288
s21,1,30,incongruent,0.582862138748
s21,1,31,neutral,0.478699922562
s21,1,32,neutral,0.530738115311
s21,2,1,neutral,0.685930967331
s21,2,2,neutral,0.458805084229
s21,2,3,incongruent,0.502748966217
s21,2,4,neutral,0.442685127258
s21,2,5,incongruent,0.526777029037
s21,2,6,congruent,0.542318105698
s21,2,7,incongruent,0.750665903091
s21,2,8,neutral,0.610688924789
s21,2,9,neutral,0.474673032761
s21,2,10,neutral,0.366743087769
s21,2,11,neutral,0.566812992096
s21,2,12,incongruent,0.61069893837
s21,2,13,neutral,0.702600002289
s21,2,14,incongruent,0.514696121216
s21,2,15,neutral,0.474596977234
s21,2,16,congruent,0.434746026993
s21,2,17,neutral,0.45880317688
s21,2,18,neutral,0.538393974304
s21,2,19,neutral,0.450770139694
s21,2,20,congruent,0.406852006912
s21,2,21,neutral,0.450602054596
s21,2,22,congruent,0.334697008133
s21,2,23,congruent,0.310827970505
s21,2,24,congruent,0.362851858139
s21,2,25,neutral,0.498598098755
s21,2,26,incongruent,0.466390132904
s21,2,27,neutral,0.418581008911
s21,2,28,congruent,0.44275188446
s21,2,29,incongruent,0.458700895309
s21,2,30,incongruent,0.494696855545
s21,2,31,congruent,0.438678979874
s21,2,32,neutral,0.510725975037
s21,3,1,neutral,0.489447116852
s21,3,2,congruent,0.490808010101
s21,3,3,incongruent,0.450647830963
s21,3,4,neutral,0.482349872589
s21,3,5,incongruent,0.478630065918
s21,3,6,incongruent,0.497783184052
s21,3,7,neutral,0.502846956253
s21,3,8,neutral,0.466650009155
s21,3,9,incongruent,0.610677957535
s21,3,10,congruent,0.390743970871
s21,3,11,congruent,0.45059299469
s21,3,12,incongruent,0.534680128098
s21,3,13,neutral,0.354729890823
s21,3,14,incongruent,0.542786121368
s21,3,15,neutral,0.454663991928
s21,3,16,incongruent,0.470679998398
s21,3,17,neutral,0.458697080612
s21,3,18,neutral,0.602622032166
s21,3,19,congruent,0.46279001236
s21,3,20,neutral,0.426648855209
s21,3,21,neutral,0.457899093628
s21,3,22,neutral,0.330789089203
s21,3,23,congruent,0.35875582695
s21,3,24,congruent,0.378089904785
s21,3,25,neutral,0.454653978348
s21,3,26,neutral,0.350683927536
s21,3,28,congruent,0.641314983368
s21,3,29,neutral,0.510668992996
s21,3,30,congruent,0.374659061432
s21,3,31,neutral,0.482758045197
s21,3,32,neutral,0.40273308754
s21,4,1,incongruent,0.561908960342
s21,4,2,incongruent,0.406376123428
s21,4,3,neutral,0.458698034286
s21,4,4,incongruent,0.554672002792
s21,4,5,incongruent,0.482738018036
s21,4,6,neutral,0.478708028793
s21,4,7,congruent,0.554649114609
s21,4,8,neutral,0.546633958817
s21,4,9,neutral,0.586719989777
s21,4,10,incongruent,0.506736040115
s21,4,11,neutral,0.430840015411
s21,4,12,neutral,0.382695913315
s21,4,13,neutral,0.414610862732
s21,4,14,neutral,0.49813914299
s21,4,15,neutral,0.358779907227
s21,4,16,neutral,0.350586891174
s21,4,17,incongruent,0.470798015594
s21,4,18,congruent,0.330671072006
s21,4,19,neutral,0.414789915085
s21,4,20,congruent,0.442739963531
s21,4,21,neutral,0.566756010056
s21,4,22,congruent,0.458786010742
s21,4,23,neutral,0.350704908371
s21,4,24,incongruent,0.482666969299
s21,4,25,neutral,0.406686067581
s21,4,26,congruent,0.458822965622
s21,4,27,neutral,0.454701900482
s21,4,28,congruent,0.414839029312
s21,4,29,incongruent,0.442641019821
s21,4,30,congruent,0.43485212326
s21,4,31,congruent,0.39869093895
s21,4,32,neutral,0.47861790657
s21,5,1,neutral,0.385982990265
s21,5,2,neutral,0.526544094086
s21,5,3,incongruent,0.306678056717
s21,5,4,neutral,0.338809013367
s21,5,5,incongruent,0.454654932022
s21,5,6,neutral,0.54665184021
s21,5,7,neutral,0.458665847778
s21,5,8,neutral,0.398643016815
s21,5,9,congruent,0.330660104752
s21,5,10,neutral,0.422560930252
s21,5,11,neutral,0.390688180923
s21,5,12,neutral,0.494318962097
s21,5,13,incongruent,0.670800924301
s21,5,14,incongruent,0.654663085938
s21,5,15,congruent,0.378726959229
s21,5,16,congruent,0.394726037979
s21,5,17,neutral,0.566659927368
s21,5,18,neutral,0.25874710083
s21,5,19,congruent,0.358716011047
s21,5,20,neutral,0.302674055099
s21,5,21,neutral,0.35064291954
s21,5,22,incongruent,0.386760950089
s21,5,23,incongruent,0.310703992844
s21,5,24,neutral,0.406131029129
s21,5,25,incongruent,0.530648946762
s21,5,26,incongruent,0.430053949356
s21,5,27,congruent,0.238780021667
s21,5,28,congruent,0.406736135483
s21,5,29,neutral,0.386696100235
s21,5,30,congruent,0.454774856567
s21,5,31,congruent,0.31082201004
s21,5,32,neutral,0.362653970718
s2,1,1,neutral,0.471929073334
s2,1,2,neutral,0.450006961823
s2,1,3,neutral,0.537998914719
s2,1,4,congruent,0.662083864212
s2,1,5,neutral,0.489995956421
s2,1,6,neutral,0.489985942841
s2,1,7,congruent,0.414057016373
s2,1,8,congruent,0.377943992615
s2,1,9,neutral,0.470050096512
s2,1,10,incongruent,0.553659915924
s2,1,11,congruent,0.41402220726
s2,1,12,neutral,0.426113128662
s2,1,13,neutral,0.533529043198
s2,1,14,neutral,0.434067964554
s2,1,15,incongruent,0.57396697998
s2,1,16,incongruent,0.497974872589
s2,1,17,neutral,0.369914054871
s2,1,18,congruent,0.49397611618
s2,1,19,incongruent,0.714028120041
s2,1,20,congruent,0.497974872589
s2,1,21,congruent,0.390110015869
s2,1,22,incongruent,0.498029947281
s2,1,23,neutral,0.637807846069
s2,1,24,neutral,0.610054969788
s2,1,25,incongruent,0.745996952057
s2,1,26,neutral,0.509886980057
s2,1,27,congruent,0.4501080513
s2,1,28,neutral,0.837919950485
s2,1,29,neutral,0.499490976334
s2,1,30,incongruent,0.517994880676
s2,1,31,incongruent,0.518009185791
s2,1,32,neutral,0.449959993362
s2,2,1,neutral,0.496472120285
s2,2,2,incongruent,0.41388297081
s2,2,3,neutral,0.449653148651
s2,2,4,neutral,0.433864831924
s2,2,5,neutral,0.434128046036
s2,2,6,incongruent,0.63002705574
s2,2,7,congruent,0.414119958878
s2,2,8,incongruent,0.569422006607
s2,2,9,congruent,0.386044979095
s2,2,10,congruent,0.517648935318
s2,2,11,incongruent,0.561990022659
s2,2,12,congruent,0.462005138397
s2,2,13,incongruent,0.474025964737
s2,2,14,neutral,0.478064060211
s2,2,15,congruent,0.393267154694
s2,2,16,congruent,0.390060901642
s2,2,17,neutral,0.518018007278
s2,2,19,congruent,0.483387947083
s2,2,20,neutral,0.51003909111
s2,2,21,neutral,0.46194601059
s2,2,22,incongruent,0.562030076981
s2,2,23,incongruent,0.609997034073
s2,2,24,neutral,0.405883073807
s2,2,25,neutral,0.42180109024
s2,2,26,neutral,0.445593118668
s2,2,27,congruent,0.494028091431
s2,2,28,neutral,0.461990118027
s2,2,29,neutral,0.425929069519
s2,2,30,neutral,0.37800693512
s2,2,31,neutral,0.374037981033
s2,2,32,neutral,0.434004068375
s2,3,1,incongruent,0.461134195328
s2,3,2,neutral,0.481395959854
s2,3,3,neutral,0.489284038544
s2,3,4,neutral,0.342052221298
s2,3,5,neutral,0.519524097443
s2,3,6,neutral,0.497931003571
s2,3,7,congruent,0.341654062271
s2,3,8,neutral,0.463605165482
s2,3,9,congruent,0.338004827499
s2,3,10,congruent,0.349531888962
s2,3,11,neutral,0.405934095383
s2,3,12,incongruent,0.349510908127
s2,3,13,incongruent,0.414124965668
s2,3,14,incongruent,0.461574792862
s2,3,15,neutral,0.514039993286
s2,3,16,incongruent,0.533976078033
s2,3,17,congruent,0.362129926682
s2,3,18,neutral,0.405910015106
s2,3,19,incongruent,0.329473972321
s2,3,20,neutral,0.4780189991
s2,3,21,congruent,0.433943986893
s2,3,22,congruent,0.426119089127
s2,3,23,congruent,0.365826845169
s2,3,24,neutral,0.505911111832
s2,3,25,incongruent,0.518091917038
s2,3,26,neutral,0.441087961197
s2,3,27,neutral,0.489966869354
s2,3,28,neutral,0.622152090073
s2,3,29,congruent,0.381873130798
s2,3,30,incongruent,0.465914964676
s2,3,31,neutral,0.458063840866
s2,3,32,neutral,0.426098108292
s2,4,1,neutral,0.636781930923
s2,4,2,congruent,0.341850042343
s2,4,3,incongruent,0.550013065338
s2,4,4,neutral,0.382187843323
s2,4,5,neutral,0.498059988022
s2,4,6,congruent,0.51407790184
s2,4,7,incongruent,0.505875110626
s2,4,8,incongruent,0.354024887085
s2,4,9,congruent,0.44210100174
s2,4,10,incongruent,0.546086072922
s2,4,11,neutral,0.469900131226
s2,4,12,incongruent,0.42191195488
s2,4,13,neutral,0.505948066711
s2,4,15,neutral,0.402385950089
s2,4,16,neutral,0.522086143494
s2,4,17,neutral,0.506142139435
s2,4,18,incongruent,0.441956043243
s2,4,19,neutral,0.509996891022
s2,4,20,congruent,0.470092058182
s2,4,21,incongruent,0.52605009079
s2,4,22,neutral,0.526048898697
s2,4,23,neutral,0.449504852295
s2,4,24,congruent,0.405631065369
s2,4,25,neutral,0.490077018738
s2,4,26,neutral,0.569884777069
s2,4,27,congruent,0.462058067322
s2,4,28,neutral,0.489979982376
s2,4,29,neutral,0.478132963181
s2,4,30,incongruent,0.641484022141
s2,4,31,congruent,0.561611890793
s2,4,32,congruent,0.421973228455
s2,5,1,neutral,0.5805311203
s2,5,2,neutral,0.429948091507
s2,5,3,neutral,0.453950166702
s2,5,4,neutral,0.454033136368
s2,5,5,neutral,0.470026016235
s2,5,6,incongruent,0.534155845642
s2,5,7,neutral,0.449985980988
s2,5,8,neutral,0.362158060074
s2,5,9,neutral,0.401947021484
s2,5,10,congruent,0.473954916
s2,5,11,incongruent,0.470139026642
s2,5,12,incongruent,0.498072862625
s2,5,13,incongruent,0.441992998123
s2,5,14,congruent,0.449614048004
s2,5,15,congruent,0.517883062363
s2,5,16,neutral,0.594089031219
s2,5,17,neutral,0.465955972672
s2,5,18,congruent,0.398015022278
s2,5,19,incongruent,0.553947925568
s2,5,20,congruent,0.454086065292
s2,5,21,neutral,0.489993095398
s2,5,22,incongruent,0.561829090118
s2,5,23,incongruent,0.714090108871
s2,5,24,neutral,0.506021976471
s2,5,25,congruent,0.477867841721
s2,5,26,congruent,0.473978042603
s2,5,27,neutral,0.465744972229
s2,5,28,incongruent,0.473965883255
s2,5,29,neutral,0.562002897263
s2,5,30,congruent,0.421982049942
s2,5,31,neutral,0.425992012024
s2,5,32,neutral,0.481988191605
s1,1,1,neutral,0.524074792862
s1,1,2,neutral,0.464931964874
s1,1,3,congruent,0.521336078644
s1,1,4,neutral,0.48938703537
s1,1,5,neutral,0.445459842682
s1,1,6,neutral,0.429179906845
s1,1,7,incongruent,0.40536904335
s1,1,8,incongruent,0.397183179855
s1,1,9,neutral,0.357297182083
s1,1,10,incongruent,0.405435085297
s1,1,11,neutral,0.441327095032
s1,1,12,incongruent,0.461226940155
s1,1,13,neutral,0.457274913788
s1,1,14,incongruent,0.433199882507
s1,1,15,neutral,0.461369991302
s1,1,16,congruent,0.405350923538
s1,1,17,congruent,0.345358848572
s1,1,18,neutral,0.433300018311
s1,1,19,incongruent,0.545250892639
s1,1,21,congruent,0.526250123978
s1,1,22,neutral,0.549048900604
s1,1,23,neutral,0.488901853561
s1,1,24,congruent,0.44485616684
s1,1,25,incongruent,0.433255910873
s1,1,26,incongruent,0.441311836243
s1,1,27,congruent,0.364665985107
s1,1,28,neutral,0.433254957199
s1,1,29,congruent,0.44132399559
s1,1,30,neutral,0.369418144226
s1,1,31,neutral,0.421378135681
s1,1,32,neutral,0.517248868942
s1,2,1,congruent,0.508301973343
s1,2,2,incongruent,0.505295038223
s1,2,3,neutral,0.441307067871
s1,2,4,neutral,0.425222158432
s1,2,5,neutral,0.413271903992
s1,2,6,neutral,0.413199901581
s1,2,7,incongruent,0.51730298996
s1,2,8,neutral,0.420785903931
s1,2,9,neutral,0.441207170486
s1,2,10,incongruent,0.50944685936
s1,2,11,neutral,0.513225078583
s1,2,12,neutral,0.521300077438
s1,2,13,neutral,0.533154010773
s1,2,14,congruent,0.484668970108
s1,2,15,incongruent,0.433442115784
s1,2,16,neutral,0.609395027161
s1,2,17,congruent,0.525388002396
s1,2,18,congruent,0.377367973328
s1,2,19,neutral,0.553227901459
s1,2,20,neutral,0.501319885254
s1,2,21,congruent,0.437191009521
s1,2,22,congruent,0.501274824142
s1,2,23,neutral,0.553133010864
s1,2,24,congruent,0.405252933502
s1,2,25,neutral,0.441361904144
s1,2,26,incongruent,0.449195861816
s1,2,27,congruent,0.489279031754
s1,2,28,incongruent,0.469222068787
s1,2,29,neutral,0.46943116188
s1,2,30,neutral,0.537368059158
s1,2,31,incongruent,0.533082008362
s1,2,32,incongruent,0.469297885895
s1,3,1,neutral,0.60006403923
s1,3,2,incongruent,0.405352115631
s1,3,3,congruent,0.401148796082
s1,3,4,incongruent,0.397072076797
s1,3,5,incongruent,0.485327005386
s1,3,6,incongruent,0.425348997116
s1,3,7,congruent,0.392982006073
s1,3,8,neutral,0.453464984894
s1,3,9,congruent,0.356906175613
s1,3,10,neutral,0.589303016663
s1,3,11,neutral,0.509191989899
s1,3,12,congruent,0.441323041916
s1,3,13,neutral,0.489328861237
s1,3,14,neutral,0.449337005615
s1,3,15,neutral,0.481100797653
s1,3,16,neutral,0.405335903168
s1,3,17,neutral,0.569342851639
s1,3,18,neutral,0.497284889221
s1,3,19,incongruent,0.573313951492
s1,3,20,incongruent,0.489099979401
s1,3,21,congruent,0.449339866638
s1,3,22,neutral,0.405256986618
s1,3,23,neutral,0.389307975769
s1,3,24,neutral,0.449271917343
s1,3,25,congruent,0.449249982834
s1,3,26,neutral,0.50928902626
s1,3,27,congruent,0.581280946732
s1,3,28,incongruent,0.461212158203
s1,3,29,neutral,0.385109901428
s1,3,30,congruent,0.597252845764
s1,3,31,neutral,0.469290971756
s1,3,32,incongruent,0.777096033096
s1,4,1,neutral,0.783682823181
s1,4,2,congruent,0.397271156311
s1,4,3,neutral,0.357363939285
s1,4,4,congruent,0.393362998962
s1,4,5,neutral,0.477240800858
s1,4,6,neutral,0.445240020752
